Name,Review_Count,Rating,Prices,Description,Ingredients,Cal,Nutrition,url
Tesco Napkins Red 33Cm 2Ply 50 Pack,No ratings yet,Nan,1.50,These red napkins are perfect for everyday use or for a special occasion. Each pack contains 50 FSC-certified paper napkins measuring 33 x 33cm in size.,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/253524578
Tesco A7 Polypropylene Spiral Notebook 160 Pages,No ratings yet,Nan,1.00,NA,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/262782536
Summit Poncho,(19),4.5,1.50,Practical poncho that stores away in a neat pouch,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/282136080
Summit Ice Blocks,(1),4,2.00,Features,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/286998884
Richmond Real Blue 20 Pack,No ratings yet,Nan,11.25,Manufactured in the EU by Imperial Tobacco Limited.,18 Years,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/295315891
Rizla Polar Blast Extra Slim Filter Tips 60S,(1),5,0.99,Manufactured in the EU by Imperial Tobacco Limited.,18 Years,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/304010270
Tesco Clear Easy Tear Sticky Tape 25Mm X 60M 2 Pack,(1),2,1.25,Strong adhesive tape in a clear finish,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/259048570
Mayfair Sky Blue Superkings 20 Pack,No ratings yet,Nan,10.45,Nan,18 Years,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/294682698
Fate & Fortune Fortune,No ratings yet,Nan,2.20,Nan,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/308245112
Tesco Assorted White Labels,(3),4,1.00,Self-adhesive labels organise & identify contents of files & more,Bag. Don't Recycle,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/285221953
Tesco Basics Plastic Measuring Jug 1L,(11),4.5,0.70,1L capacity & measures ml & cups ,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/290322204
Tesco Aura Dinner Plate Grey,(11),3.1,1.75,- Single stoneware dinner plate,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/300088742
Daily Record,No ratings yet,Nan,1.40,Nan,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/264379867
Daily Mirror,(2),5,0.90,Nan,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/260081292
The Sun Saturday.,(2),5,0.85,Nan,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/251302414
'I',(4),5,0.65,Nan,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/303313996
Old Holborn Roll Your Own 50G,(2),5,28.15,Pack size: 50G,18 Years,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/294408656
Vype Epen 3 Caps Vpro Crushed Mint 12Mg,No ratings yet,Nan,5.99,Nan,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/304104919
Moments Blue 20 Pack,No ratings yet,Nan,9.04,20 Blue Cigars,Made in EU,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/295347910
Cirro Eliquid Menthol 18Mg,No ratings yet,Nan,3.99,Nan,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/301514652
Cirro Utterly Menthol 6Mg,No ratings yet,Nan,3.99,Nan,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/301514427
Embassy No.1 Signature Gold 100 Pack,(3),1,43.50,Manufactured in the EU by Imperial Tobacco Limited.,18 Years,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/295541432
Henry Genuine Bags 5 Pack,(17),5,7.00,Pack of 5 filter bags ,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/298498985
Henri Wintermans Half Corona 5 Pack,(1),5,11.16,Nan,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/294304427
Gorilla Superglue Non Drip Liquid 15G,(4),1.2,5.50,Super Glue,"Store in cool, dry place.",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/267330782
Tesco A5 Project Book 250 Pages,No ratings yet,Nan,2.50,NA,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/271660402
Tesco Clip Glass Storage Medium,(4),4,2.75,Height 17cm Width 11cm Length 14cm,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/303622503
Nu Era Spectrum A5 Study Planner,No ratings yet,Nan,2.65,"The Nu: Spectrum A5 Study Planner is made using high quality white FSC paper & FSC board covers which also feature a soft touch finish and spot varnish detailing. The inner ruling of the study planner includes things to do pages, weekly planner pages and standard ruled pages separated with card dividers. This product has 150 pages of 80gsm paper bound with a contrasting spiral, colours will vary.",Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/305492664
Berkeley New Superkings Green 20 Pack,No ratings yet,Nan,11.09,Berkeley New Superkings Green 20 Pack ,18 Years,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/305945233
Play Doh Classic Colours 4 Pack,(50),4.8,3.50,Tubs hold 140g of Play-Doh,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/287311803
Prestone Max Visibility Screenwash 5L,(1),4,5.00,"Get better visibility for winter driving with Prestone Max Visibility Screen Wash. It removes dirt and traffic film fast for a clean and streak free windscreen, and works in cold winter conditions.",Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/304717920
Tesco 12 Cup Muffin Tray,(1),4,4.50,- Non Stick,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/295156266
Tesco Screenwash Concentrated 2.5L,No ratings yet,Nan,2.75,TESCO SCREENWASH CONCENTRATE 2.5L,Produced in United Kingdom,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/302613739
Tesco Stainless Steel Can Opener,(16),1,3.00,Height 27cm Width 7cm Length 8cm,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/303687218
Tesco Popper Doc Wallet 5 Pack,(3),5,1.50,"Tesco Stores Ltd.,","Bag. Recycle with bags at large supermarket
Wrap. Recycle",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/257168690
Tesco Basics Foodsavers 3 Pack 250Ml,(13),4.5,1.50,Pack of 3 clear plastic food storage containers with lids,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/260281090
Tesco Pastel Card X8 Sheet,(1),5,1.50,- A4,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/281467697
Tesco Supersoft Cotton 2 Pack Face Cloth Aqua,No ratings yet,Nan,2.00,-,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/302358149
Tesco Assorted Balloons 25 Pack,(3),1.3,1.50,"Tesco Stores Ltd.,",Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/259422864
Tesco A4 Subject Dividers 10 Part,No ratings yet,Nan,0.60,Pack of 10,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/262704452
Ok! Celebrity Bumper Pack,No ratings yet,Nan,3.20,Nan,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/304694496
Richmond Bright 20 Pack,No ratings yet,Nan,11.25,Manufactured in the EU by Imperial Tobacco Limited.,18 Years,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/295227223
Hot Wheels Die Cast Car,(1),5,1.50,"An enduring favourite of collectors, car enthusiasts and racing fans of all ages, a wide variety available with realistic details and authentic decos. (Each sold separately)",Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/252472976
Richmond Bright Superkings 20 Pack,No ratings yet,Nan,11.25,Manufactured in the EU by Imperial Tobacco Limited.,18 Years,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/295362269
Tesco Hb Pencils With Erasers 12 Pack Bulk Tray,(9),4.7,0.90,Keep a pencil at the ready for drawing or taking notes,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/257179890
Tesco Basics Stainless Steel Forks 4 Pack,No ratings yet,Nan,1.20,- Dishwasher Safe,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/300432393
Licensed Chocolate Coins,No ratings yet,Nan,1.50,Milk Chocolate.,"Sugar, Cocoa Butter, Whole Milk Powder, Cocoa Mass, Whey Powder (Milk), Emulsifier: Soya Lecithin, Flavouring, Cocoa Solids: 27% min., Milk Solids: 14% min",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/295575576
Tab Arrowwords,(1),5,2.40,Nan,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/307250130
Inside Soap,No ratings yet,Nan,2.20,Nan,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/305937796
Take A Break Monthly,No ratings yet,Nan,2.10,Nan,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/305919017
Times - Saturday,No ratings yet,Nan,2.50,Nan,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/308540429
Tesco Blue Striped Large Bag,No ratings yet,Nan,1.00,"Line up the perfect presents with the help of this large, stylish, stripy blue gift bag! With its sturdy navy blue cord handles and co-ordinating blue gift tag, this large bag is ideally suited to a variety of items from books and photo frames to items of clothing, homewares, ornaments and more.",Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/305159547
Baby Shark Colouring Book,No ratings yet,Nan,1.00,"Are you ready to colour in Baby Shark and his family in this shark-tastic colouring book? Grab your favourite pens and get busy! Packed with fun colouring pages for Baby Shark fans. Featuring all the well-loved characters: Mummy Shark, Daddy Shark, Grandma Shark, Grandpa Shark and BABY SHARK. Simple pictures great for younger readers to colour in",Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/305623689
Tesco Scented Candle Candied Flowers & Petals,(1),5,1.00,SS21 Tesco Scented Candle JB core,Made in Poland,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/305153605
Tesco Scented Candle Sweet Cherries & Plum,No ratings yet,Nan,1.00,SS21 Tesco Scented Candle JB core,Made in Poland,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/305153611
Tesco Scented 30Ml Reed Diffuser Vanilla & Honey,No ratings yet,Nan,1.00,"Warm and sweet, this fragrance is packed with soft vanilla notes and sweetened with a touch of honey and warm, precious woods",30ml,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/305161463
10 Motives Refills Menthol 16Mg,(1),1,7.99,Nan,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/301706264
Superkings Original Black 100 Pack,No ratings yet,Nan,63.75,Manufactured in the EU by Imperial Tobacco Limited.,18 Years,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/295229025
Sterling Superking 100 Pack,No ratings yet,Nan,50.50,Nan,18 Years,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/295626033
Cirro Eliquid Regular 18Mg,No ratings yet,Nan,3.99,Nan,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/301964199
Carlton Original Superkings 100 Pack,No ratings yet,Nan,43.50,Manufactured in the EU by Imperial Tobacco Limited.,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/296141414
Hamlet Fine Cigars 10 Pack,No ratings yet,Nan,12.45,Nan,18 Years,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/295316711
Tesco Multi-Purpose Grass Seed 1Kg,(5),2.8,6.00,Tesco Multi-Purpose Lawn Seed,"INGREDIENTS:Colour(Perennial Rye Grass: Premium), Fescue: Rossinante.",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/285677799
Cutters Choice Extra Fine 50G,No ratings yet,Nan,23.40,Pack size: 50G,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/296241503
Go Cook Easy Release Can Opener,(22),1.8,5.00,Ergonomic handle for a comfortable grip \n ,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/295751195
Tesco Parcel Tape 48Mmx66m 3 Pack,(8),4,4.00,Strong adhesive tape in a brown finish,3 x Parcel Tape,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/259048731
Marlboro Silver 20 Pack,No ratings yet,Nan,12.25,"Made in the EU under authority of Philip Morris Products S.A., Neuchatel, Switzerland.",18 Years,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/295797653
T.Yoga Mat,No ratings yet,Nan,5.00,"Rid-resistant base for stability, good for exercises and aerobics","Film. Recycle with bags at large supermarket
Card. Recycle",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/291873500
Jena Foil Tray Bakes 32Cmx20cm 6Pack,No ratings yet,Nan,3.00,"Perfect for roasting and baking, these aluminium tray bakes are oven and freezer safe, and are fully recyclable.",6 x Tray Bakes,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/298242038
Pritt Stick 43G,(7),4.7,3.00,Long lasting with high initial tack. Child friendly \n ,43g,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/252864081
Resolva 24H 1L Ready To Use Dlabel,No ratings yet,Nan,4.50,Resolva Weedkiller 24H Ready to Use is a ready to use weedkiller that is broken down naturally and degraded by micro-organisms/microbes in the soil. Its systemic action controls annual and deep-rooted perennial weeds.,1l,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/303550379
Tesco Klipfresh Beaker 400Ml,No ratings yet,Nan,2.50,"- Suitable for dishwasher, microwave and freezer. Stackable and nestable",Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/296663015
Tesco Plastic Basic Toilet Brush White,(1),2,4.00,"- Simple design, toilet brush and holder",Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/294011422
Tesco Napkins White 40Cm 50 Pack,No ratings yet,Nan,2.00,Pack of 20 napkins in white,"Made in Slovakia, Packed in Slovakia",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/263637190
Relighting Candles,No ratings yet,Nan,2.00,- Pack of 10 Relighting Birthday Candles,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/286725350
Moments Blue 10 Pack,No ratings yet,Nan,4.83,10 Blue Cigars ,Made in EU,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/294350348
Harry Potter Table Cover,No ratings yet,Nan,2.00,"Whether you're serving guests or letting them help themselves, these paper plates are a party essential. Pop a stack of them on your buffet table next to the yummy party food!",Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/305363839
Sterling Dual Capsule Leaf Wrapped 10 Pack,No ratings yet,Nan,4.65,Nan,18 Years,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/305385083
Tesco White Candles 24 Pack,No ratings yet,Nan,1.50,"Tesco Stores Ltd.,",Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/259423143
Tesco Red Paper Cup 20 Pack,No ratings yet,Nan,1.75,Brighten up your table setting with these Red colour paper Cups. Perfect for party beverages.,8 x Paper Cup,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/305266662
Tesco Frosted Bin,(58),4.6,1.50,"Simple, open top design with 5 litre capacity",Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/261422994
Tesco Inflatable Pillow,(5),4.2,1.50,"Ideal for sleepovers, camping and car trips",Box. Recycle,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/298077395
Sistema Klip It Lunch Plus 1.2L,(3),2.3,3.50,Perfect for lunch on the go or during picnics ,Designed and made in New Zealand,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/271457701
Bird Napkin 33Cm 20 Pack,(3),4,1.50,Catch those crumbs with these beautiful bird napkins. Each pack contains 20 napkins sized 33cm when opened up.,Made in the EU,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/287981251
Tesco Basics Plastic Measuring Jug 2L,(2),5,1.20,2L capacity & measures ml & cups,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/290322193
Tesco White Envelopes Dl Pack Of 25,(1),1,1.00,NA,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/250297829
Tesco Mini Bubbles 6 Pack,(2),4,1.50,- 6 Pack,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/258895988
Embassy No 1 Red Superkings 20 Pack,No ratings yet,Nan,8.75,Manufactured in the EU by Imperial Tobacco Limited.,18 Years,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/304000443
Tesco Water Balloons,No ratings yet,Nan,1.00,- Assorted colours,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/285456577
Tesco Ring Binder Black,(5),4.8,0.90,A4,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/263125369
The Times,No ratings yet,Nan,2.20,Nan,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/308529203
Tesco Basics White Side Plate,(46),4.3,1.00,H2xDia.20cm,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/285296662
Eastern Daily Press - Saturday,No ratings yet,Nan,1.90,Nan,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/304493054
Tesco Pink Medium Bag,No ratings yet,Nan,0.90,"Think pink and add a vibrant zing of colour to your presents with this cute pink gift bag. With its sturdy pink cord handles and co-ordinating pink gift tag, this medium sized, portrait orientated bag is ideally suited to a variety of items from books and DVDs to smaller items of clothing, gadgets, ornaments and more.",Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/305159530
Tesco 30Ml Reed Diffuser Sea Salt & Sandalwood,No ratings yet,Nan,1.00,"Soft and creamy, this fragrance is full of warm notes of cashmere, vanilla and caramel, rounded with a base of creamy precious woods and a pinch of seasalt",30ml,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/305153790
10 Motives Refills Regular 16Mg,(1),5,7.99,Nan,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/301706287
Duracell Ultra AA Batteries 12 Pack,(25),4.9,12.00,+Tester technology indicates how much power is left in a single battery,Made in Belgium,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/284213999
Sterling Kingsize 100Mp,No ratings yet,Nan,50.50,Nan,18 Years,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/296361551
Drum Tobacco Original Blue 50G,No ratings yet,Nan,27.04,Manufactured in the EU by Imperial Tobacco Limited.,18 Years,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/295227747
Tesco Small Fabric Cube Grey No Lid,(1),5,3.00,"Stylish but functional, this foldable storage box is the perfect space-saving solution; ideal for organising and storing away everyday essentials.",Keep in a dry place.,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/303172735
Cutters Choice Original 50G,No ratings yet,Nan,26.20,Pack size: 50G,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/295162742
10 Motives Disposable Regular,No ratings yet,Nan,5.99,Nan,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/301515017
Tesco Cotton Low Twist Bath Sheet Mid Grey,No ratings yet,Nan,6.00,"Super soft low twist towel, great for everyday use.",Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/304635262
Clan Mixture Original 50G,No ratings yet,Nan,15.06,Original Pipe Tobacco,Made in Denmark,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/294350233
Helix Cool Curves Maths Set,No ratings yet,Nan,4.00,"Set Contains the Following: 15cm ruler, 180 Degree Protractor, 2xSet Squares Eraser, pencil sharpener, metal compass with safety point & 2 pencils, in a handy storage case. Eraser: PVC, latex and phthalate free. Pencil Sharpener features anti tamper safety screw. Colours may vary.",Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/303147680
Players Red Volume Tobacco 30G,(1),5,13.56,Manufactured in the EU by Imperial Tobacco Limited.,18 Years,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/296070470
Logic Pro Menthol Pro 12Mg,No ratings yet,Nan,4.50,Discover more at www.logicvapes.co.uk,18 Years,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/295373325
Logic Pro Tobacco 18Mg,No ratings yet,Nan,4.50,Discover more at www.logicvapes.co.uk,18 Years,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/295447325
Logic Pro Tobacco 12Mg,No ratings yet,Nan,4.50,Discover more at www.logicvapes.co.uk,18 Years,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/295444927
Loctite Mini-Trio Gel,(1),5,3.00,Loctite Mini Trio Powerflex Gel - for powerful bonds even on flexible materials!,3 x 1g,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/289964574
Joie Can Opener,(4),1,4.00,Open cans in style,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/303250885
Richmond Green Filter Superkings Cigarettes 20 Pack,No ratings yet,Nan,11.25,RICHMOND GREEN FLTR SUPERKINGS CIGARETTES 20 PK ,18 Years,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/305986783
Pall Mall Shift Xl 23 Pack,No ratings yet,Nan,10.50,Pall Mall Shift XL 23 Pack ,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/306663052
Mayfair New Green 20 Pack,No ratings yet,Nan,10.45,Mayfair New Green 20 Pack ,18 Years,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/305981736
Pall Mall Shift Kingsize 20 Cigarettes,No ratings yet,Nan,9.30,Pall Mall Shift Kingsize 20 Cigarettes ,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/306503323
Wooden Mixed Cutlery 18 Pack,(3),2.3,1.50,"- Pack contains: 6 knives, 6 forks and 6 spoons. Made from high quality FSC® 100% certified birchwood. 100% natural, chemical free and BPA free.",Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/304574736
Mermaid Tail Candle,No ratings yet,Nan,2.50,Each pack contains 1 candle,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/305345534
Tesco Happy Birthday Cube Candles,(1),1,2.00,"Tesco Stores Ltd.,",Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/267551324
Tesco Photo Frame 5X7 With Mount Black,No ratings yet,Nan,2.50,NA,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/303403740
Pukka Pastel Lever Arch,(1),5,2.00,"This Pastel Range is perfect for filing and keeping portfolios for work, school, university or important documents at home. You can keep documents secure using the easy to use mechanism, which affords plenty of space for lots of documents. A label is also include on the side for personalisation. Colours may vary.",Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/305492785
Camel King Size Blue 20 Pack,No ratings yet,Nan,12.80,Nan,18 Years,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/296092575
Playdoh Single Tubs,(35),4.4,1.00,Tub holds 130g of Play-Doh,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/255444781
Tesco Stainless Steel Box Grater,(1),2,2.00,Tesco stainless steel box grater,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/296348880
Tesco Fig & Mulberry 27Pk Tealights,(2),3,1.75,SS21 Tesco 27pk Scented Tealights JB,Made in Poland,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/296206045
Swan Cool Menthol Extra Slim Filters X120,No ratings yet,Nan,1.07,Swan Cool Menthol Ex Slim Filters x120 ,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/306660101
Tesco Photo Frame 4X6 White,No ratings yet,Nan,1.75,NA,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/303403705
Tesco Cotton Low Twist Hand Towel Sailor Blue,(1),5,2.50,"Super soft low twist towel, great for everyday use.",Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/304635325
Daily Telegraph Saturday,No ratings yet,Nan,2.80,Nan,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/259774274
Keep It Handy Cocktail Sticks 400Pk,No ratings yet,Nan,1.00,H14cm x W13.14cm x D2.5cm,400 x Cocktail Sticks,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/306350860
The Daily Telegraph,No ratings yet,Nan,2.50,Nan,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/258006103
Unicorn Shaped Cake Sparkler,(11),1.4,1.25,"- Unicorn shaped sparkler measures 17cm (7"") in height",Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/303078225
Simoniz Glass Cleaner Trigger 500Ml,(2),5,5.00,Ensure high-visibility through your car windows whilst driving ,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/287525809
Tesco Ring Binder Teal,(8),4.9,1.00,A4,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/275964722
Royal Dutch Blue Miniature 10 Pack,No ratings yet,Nan,4.70,Nan,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/294706384
Tesco Balloons 2 Sheets 2 Tags,No ratings yet,Nan,1.00,"Beautifully wrapped gifts will help any celebration take off! This lovely gift wrap pack contains 2 sheets of balloon print paper, measuring 50cm x 70cm, and 2 co-ordinating 'Let's Celebrate' printed gift tags. Suitable for a range of occasions, the set is flat packed for ease of storage.",Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/302770150
Rizla Red Papers,No ratings yet,Nan,0.30,Manufactured in the EU by Imperial Tobacco Limited.,18 Years,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/258372584
Tesco Grey Stripe Mug,(1),5,1.00,T. RUSTIC SPOT MUG,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/303356392
Marlboro Red King Size 100 Pack,(1),4,61.25,Nan,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/295885013
Duracell Plus AAA 12 Pack,(28),4.9,7.50,Pack of 12,Made in Belgium,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/301418518
Duracell Plus C 4 Pack,(15),4.8,7.00,Duracell Plus Battery C Pk4 81275432,4 x Batteries,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/251458235
Go Create Craft Activity Bag 500 Pieces,(5),4.6,10.00,500 arts & crafts materials ,Bag. Recycle with bags at large supermarket,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/287441136
Holborn Yellow Roll Your Own 50G,No ratings yet,Nan,19.99,Pack size: 50G,18 Years,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/297475000
Cats Dvd,(2),5,10.00,"Oscar®-winning director Tom Hooper (The King's Speech, Les Misérables, The Danish Girl) transforms Andrew Lloyd Webber's record-shattering stage musical into a breakthrough cinematic event. Cats stars James Corden, Judi Dench, Jason Derulo, Idris Elba, Jennifer Hudson, Ian McKellen, Taylor Swift, Rebel Wilson and introduces Royal Ballet principal dancer Francesca Hayward in her feature film debut.",Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/306711088
Duracell Ultra AAA Batteries 4 Pack,(48),4.8,5.00,Ultra power,Made in Belgium,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/251459447
Hamlet Miniatures 10 Pack,No ratings yet,Nan,6.30,Nan,18 Years,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/294908440
Jps Hand Rolling Tobacco 30G,No ratings yet,Nan,13.35,Manufactured in the EU by Imperial Tobacco Limited.,18 Years,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/295495244
Tesco Baking Sheet,(2),3,3.00,Made from durable steel for even heat distribution,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/303687380
Onward DVD,(1),5,7.00,"In Disney and Pixar's Onward, teenage elf brothers Ian and Barley Lightfoor (voices of Tom Holland and Chris Pratt) get an unexpected opportunity to spend one more day with their late dad, so they embark on an extraordinary quest aboard Barley's epic van Guinevere. Like any good quest, their journey is filled with magic spells, cryptic maps, impossible obstacles and unimaginable discoveries. But when the boys' fearless mum Laurel (voice of Julia Louis-Dreyfus) realises their sons are missing, she teams up with a part-lion, part-bat, part-scorpion, former warrior - aka The Manticore (voice of Octavia Spencer) - and heads off to find them. Perilous curses aside, this one magical day could mean more than any of them ever dreamed. ""It's pure, perfect Pixar"" (Ben Travis, Empire).",Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/306866618
